score,scoreAlt,standard,stdText,charge240,cylinders,displ,drive,engId,eng_dscr,feScore,fuelType,hlv,hpv,lv2,lv4,make,model,pv2,pv4,trany,VClass,year,trans_dscr,atvType,startStop,Barrels,City,Co2,comb,Highway,Charger,ghgScoreavg
9.0,-1.0,L3SULEV30/PZ,California LEV-III SULEV30/PZEV,0.0,6.0,3.5,Front-Wheel Drive,16,,6,Regular,0,0,14,16,Honda,Accord,92,103,Automatic (S6),Midsize Cars,2015,,,N,12.39625,21,363,24,31,0,6.0
9.0,-1.0,B2,Bin 2,0.0,6.0,3.5,Front-Wheel Drive,15,,6,Regular,0,0,14,16,Honda,Accord,92,103,Automatic 6-spd,Midsize Cars,2015,,,N,11.9004,21,349,25,34,0,6.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.5,Front-Wheel Drive,14,,5,Regular,0,0,14,16,Honda,Accord,92,103,Manual 6-spd,Midsize Cars,2015,,,N,14.167142857142858,18,413,21,28,0,5.0
5.0,-1.0,L2,LEV-II LEV,0.0,12.0,6.3,Part-time 4-Wheel Drive,152,SIDI; with Stop-Start Option,1,Premium,22,90,0,0,Ferrari,FF,0,0,Automatic (AM7),Midsize Cars,2015,,,Y,22.885384615384616,11,678,13,17,0,1.0
5.0,-1.0,L2,LEV-II LEV,0.0,12.0,6.3,Part-time 4-Wheel Drive,151,SIDI,1,Premium,22,90,0,0,Ferrari,FF,0,0,Automatic (AM7),Midsize Cars,2015,,,N,22.885384615384616,11,691,13,17,0,1.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.0,Rear-Wheel Drive,545,SIDI,6,Premium,0,0,0,10,BMW,ActiveHybrid 5,0,102,Automatic (S8),Midsize Cars,2015,,Hybrid,Y,11.442692307692308,23,345,26,30,T,6.0
5.0,-1.0,L2,LEV-II LEV,0.0,12.0,6.7,Rear-Wheel Drive,4,SIDI,2,Premium,0,0,13,0,Rolls-Royce,Phantom Coupe,96,0,Automatic (S8),Compact Cars,2015,,,N,21.250714285714285,11,637,14,19,0,2.0
5.0,-1.0,L2,LEV-II LEV,0.0,12.0,6.7,Rear-Wheel Drive,3,SIDI,2,Premium,0,0,11,0,Rolls-Royce,Phantom Drophead Coupe,97,0,Automatic (S8),Compact Cars,2015,,,N,21.250714285714285,11,636,14,19,0,2.0
7.0,-1.0,L3ULEV70,LEV-III ULEV70,0.0,4.0,2.0,4-Wheel Drive,106,SIDI,7,Premium,0,0,0,13,Mercedes-Benz,C300 4matic,0,90,Automatic 7-spd,Compact Cars,2015,,,Y,11.018888888888888,24,333,27,31,T,7.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,1.6,Front-Wheel Drive,23,SIDI,8,Regular,15,89,0,14,Kia,Rio Eco,0,88,Automatic (S6),Compact Cars,2015,,,Y,9.597096774193547,27,285,31,36,0,8.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.0,Rear-Wheel Drive,350,SIDI,7,Premium,0,0,0,10,BMW,ActiveHybrid 3,0,96,Automatic (S8),Compact Cars,2015,,Hybrid,Y,10.625357142857142,25,317,28,32,T,7.0
5.0,-1.0,B5,Bin 5,0.0,4.0,2.0,All-Wheel Drive,346,,8,Diesel,0,0,0,13,BMW,328d xDrive,0,96,Automatic (S8),Compact Cars,2015,,Diesel,N,10.505735294117647,31,293,34,41,T,8.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,2.0,Rear-Wheel Drive,345,,9,Diesel,0,0,0,13,BMW,328d,0,96,Automatic (S8),Compact Cars,2015,,Diesel,N,9.922083333333337,31,284,36,43,T,8.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,1.3,Front-Wheel Drive,48,,9,Regular,4,74,0,0,Scion,iQ,0,0,Automatic (variable gear ratios),Minicompact Cars,2015,,,N,8.040810810810811,36,237,37,37,0,9.0
5.0,-1.0,L2,LEV-II LEV,0.0,12.0,6.3,Rear-Wheel Drive,153,SIDI,1,Premium,0,0,0,0,Ferrari,F12,0,0,Automatic (AM7),Two Seaters,2015,,,N,22.885384615384616,12,673,13,16,0,1.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,4.5,Rear-Wheel Drive,149,SIDI; with Stop-Start Option,3,Premium,0,0,0,0,Ferrari,458 Speciale Spider,0,0,Automatic (AM7),Two Seaters,2015,,,Y,19.834,13,608,15,17,0,3.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,4.5,Rear-Wheel Drive,148,SIDI,2,Premium,0,0,0,0,Ferrari,458 Speciale Spider,0,0,Automatic (AM7),Two Seaters,2015,,,N,21.250714285714285,13,617,14,17,0,2.0
5.0,-1.0,B5,Bin 5,0.0,8.0,4.5,Rear-Wheel Drive,147,SIDI; with Stop-Start Option,3,Premium,0,0,0,0,Ferrari,458 Speciale,0,0,Automatic (AM7),Two Seaters,2015,,,Y,19.834,13,608,15,17,0,3.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,4.5,Rear-Wheel Drive,146,SIDI,2,Premium,0,0,0,0,Ferrari,458 Speciale,0,0,Automatic (AM7),Two Seaters,2015,,,N,21.250714285714285,13,617,14,17,0,2.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,4.5,Rear-Wheel Drive,145,SIDI; with Stop-Start Option,3,Premium,0,0,0,0,Ferrari,458 Spider,0,0,Automatic (AM7),Two Seaters,2015,,,Y,19.834,13,608,15,17,0,3.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,4.5,Rear-Wheel Drive,144,SIDI,2,Premium,0,0,0,0,Ferrari,458 Spider,0,0,Automatic (AM7),Two Seaters,2015,,,N,21.250714285714285,13,617,14,17,0,2.0
5.0,-1.0,B5,Bin 5,0.0,8.0,4.5,Rear-Wheel Drive,143,SIDI; with Stop-Start Option,3,Premium,0,0,0,0,Ferrari,458 Italia,0,0,Automatic (AM7),Two Seaters,2015,,,Y,19.834,13,608,15,17,0,3.0
5.0,-1.0,B5,Bin 5,0.0,8.0,4.5,Rear-Wheel Drive,142,SIDI,2,Premium,0,0,0,0,Ferrari,458 Italia,0,0,Automatic (AM7),Two Seaters,2015,,,N,21.250714285714285,13,617,14,17,0,2.0
5.0,-1.0,L2,LEV-II LEV,0.0,4.0,1.8,Rear-Wheel Drive,264,SIDI,7,Premium,0,0,0,0,Alfa Romeo,4C,0,0,Automatic (AM6),Two Seaters,2015,,,N,10.625357142857142,24,316,28,34,T,7.0
8.0,-1.0,S2,LEV-II SULEV,0.0,6.0,3.5,All-Wheel Drive,126,,7,Regular,0,0,0,0,Toyota,Highlander Hybrid AWD LE Plus,0,0,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2015,,Hybrid,Y,10.625357142857142,28,312,28,28,0,7.0
8.0,-1.0,S2,LEV-II SULEV,0.0,6.0,3.5,All-Wheel Drive,125,,7,Regular,0,0,0,0,Toyota,Highlander Hybrid AWD,0,0,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2015,,Hybrid,Y,10.625357142857142,27,318,28,28,0,7.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.5,All-Wheel Drive,52,,5,Regular,0,0,0,0,Toyota,Highlander AWD,0,0,Automatic (S6),Standard Sport Utility Vehicle 4WD,2015,,,N,14.8755,18,436,20,24,0,5.0
5.0,-1.0,B5,Bin 5,0.0,8.0,4.4,All-Wheel Drive,672,SIDI,4,Premium,0,0,0,0,BMW,X6 xDrive50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015,,,Y,17.500588235294117,15,515,17,22,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.0,All-Wheel Drive,671,SIDI,5,Premium,0,0,0,0,BMW,X6 xDrive35i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015,,,Y,14.167142857142858,18,419,21,26,T,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,All-Wheel Drive,572,SIDI,4,Premium,0,0,0,0,BMW,X5 xDrive50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015,,,Y,17.500588235294117,15,515,17,22,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.0,All-Wheel Drive,571,SIDI,5,Premium,0,0,0,0,BMW,X5 xDrive35i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015,,,Y,14.167142857142858,18,419,21,26,T,5.0
5.0,-1.0,B5,Bin 5,0.0,6.0,3.0,Rear-Wheel Drive,674,SIDI,5,Premium,0,0,0,0,BMW,X6 sDrive35i,0,0,Automatic (S8),Standard Sport Utility Vehicle 2WD,2015,,,Y,13.52318181818182,19,411,22,27,T,5.0
5.0,-1.0,B5,Bin 5,0.0,6.0,3.0,Rear-Wheel Drive,574,SIDI,5,Premium,0,0,0,0,BMW,X5 sDrive35i,0,0,Automatic (S8),Standard Sport Utility Vehicle 2WD,2015,,,Y,13.52318181818182,19,411,22,27,T,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.5,All-Wheel Drive,21,,5,Regular,0,0,0,0,Toyota,Venza 4WD,0,0,Automatic (S6),Small Sport Utility Vehicle 4WD,2015,,,N,14.167142857142858,18,424,21,25,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,2.7,All-Wheel Drive,12,,5,Regular,0,0,0,0,Toyota,Venza 4WD,0,0,Automatic (S6),Small Sport Utility Vehicle 4WD,2015,,,N,13.52318181818182,20,387,22,26,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.5,Front-Wheel Drive,51,,5,Regular,0,0,0,0,Toyota,Highlander 2WD,0,0,Automatic (S6),Small Sport Utility Vehicle 2WD,2015,,,N,14.167142857142858,19,424,21,25,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,2.7,Front-Wheel Drive,47,,5,Regular,0,0,0,0,Toyota,Highlander 2WD,0,0,Automatic (S6),Small Sport Utility Vehicle 2WD,2015,,,N,13.52318181818182,20,397,22,25,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.5,Front-Wheel Drive,20,,5,Regular,0,0,0,0,Toyota,Venza,0,0,Automatic (S6),Small Sport Utility Vehicle 2WD,2015,,,N,14.167142857142858,19,412,21,26,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,2.7,Front-Wheel Drive,11,,5,Regular,0,0,0,0,Toyota,Venza,0,0,Automatic (S6),Small Sport Utility Vehicle 2WD,2015,,,N,12.935217391304349,20,391,23,26,0,5.0
5.0,-1.0,L2,LEV-II LEV,0.0,4.0,2.4,Front-Wheel Drive,730,,6,Regular,0,0,0,0,Jeep,Compass FWD,0,0,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015,,,N,11.9004,23,353,25,28,0,6.0
5.0,-1.0,L2,LEV-II LEV,0.0,4.0,2.4,Front-Wheel Drive,509,,6,Regular,0,0,0,0,Jeep,Patriot FWD,0,0,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015,,,N,11.9004,23,353,25,28,0,6.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.6,Front-Wheel Drive,664,FFV,5,Gasoline or E85,0,0,0,0,Dodge,Grand Caravan,0,0,Automatic 6-spd,Minivan - 2WD,2015,,FFV,N,19.437642857142855,29,879,34,43,0,5.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.6,Front-Wheel Drive,659,FFV,5,Gasoline or E85,0,0,0,0,Chrysler,Town and Country,0,0,Automatic 6-spd,Minivan - 2WD,2015,,FFV,N,19.437642857142855,29,879,34,43,0,5.0
5.0,-1.0,B5,Bin 5,0.0,8.0,4.4,Rear-Wheel Drive,755,SIDI,4,Premium,0,0,0,14,BMW,Alpina B7 LWB,0,115,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,462,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,Rear-Wheel Drive,754,SIDI,4,Premium,0,0,0,14,BMW,Alpina B7 SWB,0,107,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,462,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,Rear-Wheel Drive,751,SIDI,4,Premium,0,0,0,14,BMW,750Li,0,115,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,462,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,Rear-Wheel Drive,554,SIDI,4,Premium,0,0,0,10,BMW,550i Gran Turismo,0,112,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,462,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,1.8,Front-Wheel Drive,131,,8,Regular,0,0,0,13,Toyota,Corolla,0,98,Automatic (AV-S7),Midsize Cars,2015,,,N,9.597096774193547,28,282,31,36,0,8.0
5.0,-1.0,B5,Bin 5,0.0,4.0,1.8,Front-Wheel Drive,38,2-mode (Normal/Eco) Transmission,8,Regular,0,0,0,13,Toyota,Corolla LE Eco,0,98,Automatic (variable gear ratios),Midsize Cars,2015,,,N,9.015454545454546,30,265,33,38,0,8.0
7.0,-1.0,L3ULEV70,LEV-III ULEV70,0.0,4.0,1.8,Front-Wheel Drive,37,,8,Regular,0,0,0,13,Toyota,Corolla LE Eco,0,98,Automatic (variable gear ratios),Midsize Cars,2015,,,N,8.750294117647059,30,262,34,40,0,8.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,1.8,Front-Wheel Drive,36,,8,Regular,0,0,0,13,Toyota,Corolla,0,98,Manual 6-spd,Midsize Cars,2015,,,N,9.597096774193547,28,284,31,36,0,8.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,1.8,Front-Wheel Drive,35,,8,Regular,0,0,0,13,Toyota,Corolla,0,98,Automatic 4-spd,Midsize Cars,2015,,,N,9.917,27,290,30,35,0,8.0
5.0,-1.0,B5,Bin 5,0.0,4.0,1.8,Front-Wheel Drive,33,,8,Regular,0,0,0,13,Toyota,Corolla,0,98,Automatic (variable gear ratios),Midsize Cars,2015,,,N,9.2971875,29,280,32,37,0,8.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,Front-Wheel Drive,19,,7,Regular,13,97,0,0,Dodge,Dart GT,0,0,Manual 6-spd,Midsize Cars,2015,,,N,11.442692307692308,23,335,26,33,0,7.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,Front-Wheel Drive,18,,6,Regular,13,97,0,0,Dodge,Dart GT,0,0,Automatic 6-spd,Midsize Cars,2015,,,N,11.9004,22,349,25,31,0,6.0
6.0,-1.0,L3ULEV125,LEV-III ULEV125,0.0,4.0,1.4,Front-Wheel Drive,17,,8,Premium,13,97,0,0,Dodge,Dart Aero,0,0,Manual 6-spd,Midsize Cars,2015,,,N,9.2971875,28,278,32,39,T,8.0
6.0,-1.0,L3ULEV125,LEV-III ULEV125,0.0,4.0,1.4,Front-Wheel Drive,16,,8,Premium,13,97,0,0,Dodge,Dart Aero,0,0,Automatic (AM6),Midsize Cars,2015,,,N,9.2971875,28,279,32,38,T,8.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,Front-Wheel Drive,15,,7,Regular,13,97,0,0,Dodge,Dart,0,0,Manual 6-spd,Midsize Cars,2015,,,N,11.018888888888888,22,333,27,34,0,7.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.0,Front-Wheel Drive,14,,7,Regular,13,97,0,0,Dodge,Dart,0,0,Manual 6-spd,Midsize Cars,2015,,,N,10.25896551724138,25,308,29,35,0,7.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,Front-Wheel Drive,12,,7,Regular,13,97,0,0,Dodge,Dart,0,0,Automatic 6-spd,Midsize Cars,2015,,,N,11.018888888888888,23,327,27,34,0,7.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.0,Front-Wheel Drive,11,FFV,7,Gasoline or E85,13,97,0,0,Dodge,Dart,0,0,Automatic 6-spd,Midsize Cars,2015,,FFV,N,14.212388888888889,41,631,47,57,0,7.0
6.0,-1.0,L3ULEV125,LEV-III ULEV125,0.0,4.0,1.4,Front-Wheel Drive,10,,8,Premium,13,97,0,0,Dodge,Dart,0,0,Automatic (AM6),Midsize Cars,2015,,,N,9.917,27,291,30,36,T,8.0
6.0,-1.0,L2ULEV125,LEV-II ULEV125,0.0,4.0,2.0,Rear-Wheel Drive,321,SIDI,7,Premium,0,0,0,13,BMW,320i,0,96,Manual 6-spd,Compact Cars,2015,,,Y,11.018888888888888,23,325,27,35,T,7.0
5.0,-1.0,B5,Bin 5,0.0,6.0,3.5,Front-Wheel Drive,19,SIDI,6,Premium,0,0,0,14,Acura,TLX,0,93,Automatic (S9),Compact Cars,2015,,,N,11.9004,21,357,25,34,0,6.0
6.0,-1.0,L2ULEV125,LEV-II ULEV125,0.0,4.0,2.0,All-Wheel Drive,406,SIDI,6,Premium,0,0,9,0,BMW,428i xDrive Convertible,90,0,Automatic (S8),Subcompact Cars,2015,,,Y,11.9004,21,356,25,32,T,6.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.6,All-Wheel Drive,57,SIDI,4,Premium,0,0,0,0,Volkswagen,Touareg,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015,,,N,15.65842105263158,17,461,19,23,0,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.0,4-Wheel Drive,421,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,GL450 4matic,0,0,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015,,,N,15.65842105263158,17,478,19,21,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.0,4-Wheel Drive,408,SIDI,5,Premium,0,0,0,0,Mercedes-Benz,ML400 4matic,0,0,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015,,,N,14.8755,18,453,20,22,T,5.0
5.0,-1.0,B5,Bin 5,0.0,6.0,3.0,4-Wheel Drive,60,SIDI,3,Premium,0,0,0,0,Land Rover,LR4,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015,,,Y,18.594375,15,538,16,19,S,3.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.7,All-Wheel Drive,129,,4,Regular,0,0,0,0,Lincoln,MKX AWD,0,0,Automatic (S6),Small Sport Utility Vehicle 4WD,2015,,,N,15.65842105263158,17,458,19,23,0,4.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.2,4-Wheel Drive,545,,5,Regular,0,0,0,0,Jeep,Cherokee 4WD Active Drive II,0,0,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015,,,Y,14.167142857142858,19,414,21,26,0,5.0
5.0,-1.0,L2,LEV-II LEV,0.0,4.0,2.4,4-Wheel Drive,536,,6,Regular,0,0,0,0,Jeep,Patriot 4WD,0,0,Manual 5-spd,Small Sport Utility Vehicle 4WD,2015,,,N,12.39625,22,369,24,27,0,6.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,4-Wheel Drive,535,,5,Regular,0,0,0,0,Jeep,Patriot 4WD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2015,,,N,12.935217391304349,21,386,23,27,0,5.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,4-Wheel Drive,534,,5,Regular,0,0,0,0,Jeep,Patriot 4WD,0,0,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2015,,,N,14.167142857142858,20,417,21,23,0,5.0
5.0,-1.0,L2,LEV-II LEV,0.0,4.0,2.4,4-Wheel Drive,533,,6,Regular,0,0,0,0,Jeep,Compass 4WD,0,0,Manual 5-spd,Small Sport Utility Vehicle 4WD,2015,,,N,12.39625,22,369,24,27,0,6.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,4-Wheel Drive,532,,5,Regular,0,0,0,0,Jeep,Compass 4WD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2015,,,N,12.935217391304349,21,386,23,27,0,5.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,4-Wheel Drive,531,,5,Regular,0,0,0,0,Jeep,Compass 4WD,0,0,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2015,,,N,14.167142857142858,20,417,21,23,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,3.7,Front-Wheel Drive,194,,5,Regular,0,0,0,0,Lincoln,MKX FWD,0,0,Automatic (S6),Small Sport Utility Vehicle 2WD,2015,,,N,14.8755,18,431,20,25,0,5.0
5.0,-1.0,L2,LEV-II LEV,0.0,4.0,2.0,Front-Wheel Drive,508,,6,Regular,0,0,0,0,Jeep,Patriot FWD,0,0,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015,,,N,11.9004,23,346,25,30,0,6.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,Front-Wheel Drive,507,,5,Regular,0,0,0,0,Jeep,Patriot FWD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2015,,,N,12.935217391304349,21,380,23,27,0,5.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.0,Front-Wheel Drive,505,,6,Regular,0,0,0,0,Jeep,Patriot FWD,0,0,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2015,,,N,12.39625,22,375,24,26,0,6.0
5.0,-1.0,B5,Bin 5,0.0,4.0,2.0,Front-Wheel Drive,504,,6,Regular,0,0,0,0,Jeep,Compass FWD,0,0,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015,,,N,11.9004,23,346,25,30,0,6.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.4,Front-Wheel Drive,503,,5,Regular,0,0,0,0,Jeep,Compass FWD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2015,,,N,12.935217391304349,21,380,23,27,0,5.0
6.0,-1.0,B4,Bin 4,0.0,4.0,2.0,Front-Wheel Drive,501,,6,Regular,0,0,0,0,Jeep,Compass FWD,0,0,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2015,,,N,12.39625,22,375,24,26,0,6.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.6,Front-Wheel Drive,685,FFV,5,Gasoline or E85,0,0,0,0,Ram,C/V Tradesman,0,0,Automatic 6-spd,Minivan - 2WD,2015,,FFV,N,18.42514285714286,30,861,36,44,0,5.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.6,Front-Wheel Drive,549,,5,Regular,0,0,0,0,Ram,C/V Tradesman,0,0,Automatic 6-spd,Minivan - 2WD,2015,,,N,14.167142857142858,18,432,21,26,0,5.0
5.0,-1.0,B5,Bin 5,0.0,6.0,3.5,Front-Wheel Drive,17,,5,Regular,0,0,0,0,Honda,Odyssey,0,0,Automatic 6-spd,Minivan - 2WD,2015,,,N,13.52318181818182,19,403,22,27,0,5.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.6,Front-Wheel Drive,530,,5,Regular,0,0,0,0,Dodge,Grand Caravan,0,0,Automatic 6-spd,Minivan - 2WD,2015,,,N,14.8755,17,444,20,25,0,5.0
6.0,-1.0,B4,Bin 4,0.0,6.0,3.6,Front-Wheel Drive,528,,5,Regular,0,0,0,0,Chrysler,Town and Country,0,0,Automatic 6-spd,Minivan - 2WD,2015,,,N,14.8755,17,444,20,25,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,2.7,Part-time 4-Wheel Drive,128,,4,Regular,0,0,0,0,Toyota,Tacoma 4WD,0,0,Automatic 4-spd,Small Pickup Trucks 4WD,2015,,,N,15.65842105263158,18,459,19,21,0,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,4.0,Part-time 4-Wheel Drive,107,,4,Regular,0,0,0,0,Toyota,Tacoma 4WD,0,0,Automatic 5-spd,Small Pickup Trucks 4WD,2015,,,N,16.528333333333336,16,497,18,21,0,4.0
5.0,-1.0,B5,Bin 5,0.0,4.0,2.7,Part-time 4-Wheel Drive,83,,4,Regular,0,0,0,0,Toyota,Tacoma 4WD,0,0,Manual 5-spd,Small Pickup Trucks 4WD,2015,,,N,15.65842105263158,18,455,19,20,0,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,4.0,Part-time 4-Wheel Drive,71,,4,Regular,0,0,0,0,Toyota,Tacoma 4WD,0,0,Manual 6-spd,Small Pickup Trucks 4WD,2015,,,N,17.500588235294117,15,520,17,19,0,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,4.0,2.7,Rear-Wheel Drive,127,,5,Regular,0,0,0,0,Toyota,Tacoma 2WD,0,0,Automatic 4-spd,Small Pickup Trucks 2WD,2015,,,N,14.167142857142858,19,418,21,24,0,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,6.0,4.0,Rear-Wheel Drive,106,,4,Regular,0,0,0,0,Toyota,Tacoma 2WD,0,0,Automatic 5-spd,Small Pickup Trucks 2WD,2015,,,N,15.65842105263158,17,469,19,21,0,4.0
5.0,-1.0,B5,Bin 5,0.0,4.0,2.7,Rear-Wheel Drive,81,,5,Regular,0,0,0,0,Toyota,Tacoma 2WD,0,0,Manual 5-spd,Small Pickup Trucks 2WD,2015,,,N,13.52318181818182,21,393,22,25,0,5.0
5.0,-1.0,B5,Bin 5,0.0,6.0,4.0,Rear-Wheel Drive,69,,4,Regular,0,0,0,0,Toyota,Tacoma 2WD,0,0,Manual 6-spd,Small Pickup Trucks 2WD,2015,,,N,16.528333333333336,16,488,18,21,0,4.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,6.4,Rear-Wheel Drive,25,,4,Premium,0,0,0,16,Dodge,Charger SRT8,0,105,Automatic 8-spd,Large Cars,2015,,,N,16.528333333333336,15,485,18,25,0,4.0
5.0,-1.0,L2,LEV-II LEV,0.0,8.0,6.2,Rear-Wheel Drive,131,,4,Premium,0,0,0,17,Chevrolet,SS,0,112,Automatic (S6),Large Cars,2015,,,N,17.500588235294117,14,535,17,21,0,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,All-Wheel Drive,757,SIDI,4,Premium,0,0,0,14,BMW,Alpina B7 LWB xDrive,0,115,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,476,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,All-Wheel Drive,756,SIDI,4,Premium,0,0,0,14,BMW,Alpina B7 SWB xDrive,0,107,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,476,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,All-Wheel Drive,753,SIDI,4,Premium,0,0,0,14,BMW,750Li xDrive,0,115,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,476,19,24,T,4.0
5.0,-1.0,B5,Bin 5,0.0,8.0,4.4,All-Wheel Drive,752,SIDI,4,Premium,0,0,0,14,BMW,750i xDrive,0,107,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,476,19,24,T,4.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,Rear-Wheel Drive,750,SIDI,5,Premium,0,0,0,14,BMW,750i,0,107,Automatic (S8),Large Cars,2015,,,Y,14.8755,17,438,20,25,T,5.0
6.0,-1.0,U2,LEV-II ULEV,0.0,8.0,4.4,All-Wheel Drive,555,SIDI,4,Premium,0,0,0,10,BMW,550i xDrive Gran Turismo,0,112,Automatic (S8),Large Cars,2015,,,Y,15.65842105263158,16,476,19,24,T,4.0
6.0,-1.0,L2ULEV125,LEV-II ULEV125,0.0,6.0,3.0,All-Wheel Drive,343,SIDI,6,Premium,25,102,0,0,BMW,335i xDrive Gran Turismo,0,0,Automatic (S8),Large Cars,2015,,,Y,12.935217391304349,20,378,23,30,T,6.0
